,Unnamed: 0,Company,Competitors,Founded,Headquarters,Industry,Now known as,Part of,Revenue,Size,Type,Area
246,246,BASF,, 1865,"Florham Park, NJ",Chemical Manufacturing,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public,Goods & Svcs
247,247,Medidata Solutions,, 1999,"New York, NY",Enterprise Software & Network Solutions,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (MDSO) ,Technology
248,248,New York Police Department, Unknown, 1845,"New York, NY",Municipal Governments,,, $5 to $10 billion (USD) per year,10000+ employees, Government,Govnt/Utilities
249,249,Federal Reserve Bank (NY), Unknown, 1914,"New York, NY",Financial Analytics & Research,,, $10+ billion (USD) per year,1001 to 5000 employees, Company - Private,Finance
250,250,Port Authority of New York and New Jersey, Unknown, 1921,"New York, NY",Transportation Management,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Government,Goods & Svcs
251,251,WebMD Health, Unknown, 2005,"New York, NY",Internet,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (WBMD) ,Technology
252,252,RadioShack," Best Buy, Walmart", 1921,"Fort Worth, TX",Consumer Electronics & Appliances Stores,,, Unknown / Non-Applicable,5001 to 10000 employees, Company - Private,Goods & Svcs
253,253,FreshDirect," Peapod, Instacart, Jet", 1999,"Long Island City, NY",Logistics & Supply Chain,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Finance
254,254,Express," Gap, The Limited, Guess?", 1980,"Columbus, OH","Department, Clothing, & Shoe Stores",,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (EXPR) ,Fashion/Retail
255,255,Publicis," Interpublic Group, Omnicom, WPP", 1926,Paris (France),Advertising & Marketing,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (PUB) ,Finance
256,256,American Apparel, Unknown, 1998,"Los Angeles, CA",Consumer Products Manufacturing,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (APP) ,Goods & Svcs
257,257,Shutterstock, Unknown, 2003,"New York, NY",Internet,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (SSTK) ,Technology
258,258,New Jersey Institute of Technology, Unknown, 1881,"Newark, NJ",Colleges & Universities,,, $100 to $500 million (USD) per year,1001 to 5000 employees, College / University,Education
259,259,Aéropostale, Unknown, 1987,"Lyndhurst, NJ","Department, Clothing, & Shoe Stores",,, $1 to $2 billion (USD) per year,10000+ employees, Company - Private,Fashion/Retail
260,260,Foot Locker, Unknown, 1974,"New York, NY","Department, Clothing, & Shoe Stores",,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (FL) ,Fashion/Retail
261,261,Handy,, 2012,"New York, NY",Internet,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Technology
262,262,Bayer,, 1863,Leverkusen (Germany),Biotech & Pharmaceuticals,,, $10+ billion (USD) per year,10000+ employees, Company - Public (BAYN) ,Health
263,263,Anthropologie, Unknown, 1992,"Philadelphia, PA","Department, Clothing, & Shoe Stores",,Urban Outfitters, $1 to $2 billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Fashion/Retail
264,264,AppNexus, Unknown, 2007,"New York, NY",Computer Hardware & Software,,Xandr, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Technology
265,265,TJ Maxx,,,"Framingham, MA","Department, Clothing, & Shoe Stores",,TJX Companies, $10+ billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Fashion/Retail
266,266,Salesforce,, 1999,"San Francisco, CA",Computer Hardware & Software,,, $10+ billion (USD) per year,10000+ employees, Company - Public (CRM) ,Technology
267,267,Marriott International," Hyatt, Hilton, InterContinental Hotels Group", 1927,"Bethesda, MD","Hotels, Motels, & Resorts",,, $10+ billion (USD) per year,10000+ employees, Company - Public (MAR) ,Goods & Svcs
268,268,Santander,, 1856,"Boston, MA",Banks & Credit Unions,,, $500 million to $1 billion (USD) per year,5001 to 10000 employees, Company - Private,Finance
269,269,DTCC,, 1973,"New York, NY",Brokerage Services,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
270,270,Allstate," Progressive Insurance, State Farm, Farmers Insurance Group", 1931,"Northbrook, IL",Unknown,,, $10+ billion (USD) per year,10000+ employees, Company - Public (ALL) ,Goods & Svcs
271,271,Massage Envy,, 2003,"Scottsdale, AZ","Health, Beauty, & Fitness",,, Unknown / Non-Applicable,10000+ employees, Company - Private,Health
272,272,FDM Group,, 1991,"London, England (UK)",IT Services,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Public (FDM ) ,Technology
273,273,Columbia University Medical Center, Unknown, Unknown,"New York, NY",Health Care Services & Hospitals,,, $500 million to $1 billion (USD) per year,5001 to 10000 employees, Hospital,Health
274,274,Christie's,, 1766,"London, England (UK)",Auctions & Galleries,,, $5 to $10 billion (USD) per year,1001 to 5000 employees, Company - Private,Entertainment
275,275,Horizon Media, Unknown, 1989,"New York, NY",Advertising & Marketing,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Finance
276,276,Applebee's,, 1980,"Glendale, CA",Casual Restaurants,,Dine Brands Global, $2 to $5 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Goods & Svcs
277,277,Express Scripts,, 1986,"Saint Louis, MO",Health Care Services & Hospitals,,Cigna, Unknown / Non-Applicable,10000+ employees, Company - Public (ESRX) ,Health
278,278,PNC Financial Services Group,, 1845,"Pittsburgh, PA",Banks & Credit Unions,,, $10+ billion (USD) per year,10000+ employees, Company - Public (PNC) ,Finance
279,279,DSW, Unknown, 1969,"Columbus, OH","Department, Clothing, & Shoe Stores",,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (DSW) ,Fashion/Retail
280,280,Avis Budget Group,, 1954,"Parsippany, NJ",Commercial Equipment Rental,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (CAR) ,Goods & Svcs
281,281,McGraw-Hill," Pearson, Houghton Mifflin Harcourt, Cengage", 1888,"New York, NY",Education Training Services,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Private,Education
282,282,Vonage, Unknown, 2000,"Holmdel, NJ",Enterprise Software & Network Solutions,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Public (VG) ,Technology
283,283,Comodo, Unknown, 1998,"Clifton, NJ",Accounting,,, $25 to $50 million (USD) per year,51 to 200 employees, Company - Private,Finance
284,284,Atlantic Health System,, 1996,"Morristown, NJ",Health Care Services & Hospitals,,, $2 to $5 billion (USD) per year,10000+ employees, Nonprofit Organization,Health
285,285,Yext,, 2006,"New York, NY",Internet,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Public (YEXT) ,Technology
286,286,Mindshare," OMD, Carat, Starcom Worldwide", 1997,"London, England (UK)",Motion Picture Production & Distribution,,GroupM, Unknown / Non-Applicable,5001 to 10000 employees, Subsidiary or Business Segment,Entertainment
287,287,OTG Management, Unknown, 1996,"New York, NY",Upscale Restaurants,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Goods & Svcs
288,288,CITYMD,, 2010,"New York, NY",Health Care Services & Hospitals,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Health
289,289,New York City Department of Health & Mental Hygiene, Unknown, Unknown,"New York, NY",Municipal Governments,,, Unknown / Non-Applicable per year,5001 to 10000 employees, Government,Govnt/Utilities
290,290,Marshalls,, 1956,"Framingham, MA","Department, Clothing, & Shoe Stores",,TJX Companies, Unknown / Non-Applicable,10000+ employees, Subsidiary or Business Segment,Fashion/Retail
291,291,Celgene, Unknown, 1986,"Summit, NJ",Biotech & Pharmaceuticals,,, $10+ billion (USD) per year,5001 to 10000 employees, Company - Public (CELG) ,Health
292,292,AXA Equitable, Unknown, 1959,"New York, NY",Insurance Carriers,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (EQH) ,Finance
293,293,US Army, Unknown, 1775,"Washington, DC",Unknown,,, Unknown / Non-Applicable per year,10000+ employees, Government,Goods & Svcs
294,294,Genpact,, 1997,"New York, NY",IT Services,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (G) ,Technology
295,295,Commvault,, 1996,"Tinton Falls, NJ",Enterprise Software & Network Solutions,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (CVLT) ,Technology
296,296,BBDO, Unknown, 1986,"New York, NY",Advertising & Marketing,,, $500 million to $1 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Finance
297,297,MediaMath," Criteo, AppNexus, dataxu", 2007,"New York, NY",Advertising & Marketing,,, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Private,Finance
298,298,Bain & Company,, 1973,"Boston, MA",Consulting,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Private,Goods & Svcs
299,299,Achievement First,, 2005,"Brooklyn, NY",K-12 Education,,, $1 to $5 million (USD) per year,1001 to 5000 employees, School / School District,Education
300,300,NYSE," London Stock Exchange Group, Deutsche Börse Group, Nasdaq", 1817,"New York, NY",Investment Banking & Asset Management,,Intercontinental Exchange, $25 to $50 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Finance
301,301,Amplify,, 2010,"Brooklyn, NY",K-12 Education,,, $100 to $500 million (USD) per year,201 to 500 employees, Company - Private,Education
302,302,Dollar Tree, Unknown, Unknown,"Chesapeake, VA",Unknown,,, $10+ billion (USD) per year,10000+ employees, Company - Public (DLTR) ,Goods & Svcs
303,303,XO Group," Zola Registry, WeddingWire", 1996,"New York, NY",Internet,,The Knot Worldwide, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Public (XOXO) ,Technology
304,304,A+E Networks," Discovery, Inc., Turner Broadcasting, AMC Networks", 1984,"New York, NY",TV Broadcast & Cable Networks,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Private,Entertainment
305,305,Ladders," Indeed, LinkedIn", 2003,"New York, NY",Internet,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Technology
306,306,Aramark,, 1959,"Philadelphia, PA",Building & Personnel Services,,, $10+ billion (USD) per year,10000+ employees, Company - Public (ARMK) ,Goods & Svcs
307,307,Publicis Sapient,, 1990,"Boston, MA",Consulting,,, Unknown / Non-Applicable,10000+ employees, Company - Public,Goods & Svcs
308,308,FedEx Ground,, 2000,"Coraopolis, PA",Logistics & Supply Chain,,, $10+ billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Finance
309,309,Williams Lea Tag, Unknown, 1820,"London, England (UK)",Advertising & Marketing,,, Unknown / Non-Applicable,10000+ employees, Company - Private,Finance
310,310,Brown Brothers Harriman," Morgan Stanley, Goldman Sachs", 1818,"New York, NY",Investment Banking & Asset Management,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Private,Finance
311,311,GLG,, 1998,"New York, NY",Membership Organizations,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Goods & Svcs
312,312,Huge," R/GA, AKQA", 1999,"Brooklyn, NY",Internet,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Technology
313,313,Protiviti,, 2002,"Menlo Park, CA",Consulting,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public,Goods & Svcs
314,314,Univision, Unknown, 1962,"New York, NY",News Outlet,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Private,Entertainment
315,315,Cisco Systems,, 1984,"San Jose, CA",Computer Hardware & Software,,, $10+ billion (USD) per year,10000+ employees, Company - Private,Technology
316,316,FOX News, Unknown, 1994,"New York, NY",TV Broadcast & Cable Networks,,Fox Corporation, $100 to $500 million (USD) per year,Unknown, Subsidiary or Business Segment,Entertainment
317,317,ALM,, 1843,"New York, NY",Publishing,,, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Private,Goods & Svcs
318,318,Research Foundation of CUNY, Unknown, 1963,"New York, NY",Colleges & Universities,,, $100 to $500 million (USD) per year,10000+ employees, Nonprofit Organization,Education
319,319,Michaels," Toys ""R"" Us, Hobby Lobby, PetSmart", 1973,"Irving, TX",Toy & Hobby Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (MIK) ,Goods & Svcs
320,320,Six Flags," Cedar Fair, SeaWorld Parks & Entertainment, Herschend Entertainment", 1961,"Grand Prairie, TX","Museums, Zoos & Amusement Parks",,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Public (SIX) ,Entertainment
321,321,Tory Burch, Unknown, 2004,"New York, NY","Department, Clothing, & Shoe Stores",,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Private,Fashion/Retail
322,322,The Nature's Bounty Co.,, 1971,"Ronkonkoma, NY",Consumer Products Manufacturing,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
323,323,City College of New York, Unknown, 1847,"New York, NY",Colleges & Universities,,, $5 to $10 million (USD) per year,1 to 50 employees, College / University,Education
324,324,Havas Worldwide,, 1999,"New York, NY",Advertising & Marketing,,Havas Group, Unknown / Non-Applicable,10000+ employees, Subsidiary or Business Segment,Finance
325,325,Postmates,, 2011,"San Francisco, CA",Express Delivery Services,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Goods & Svcs
326,326,Macquarie Group,, 1969,Sydney (Australia),Investment Banking & Asset Management,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (MQG) ,Finance
327,327,McCann Worldgroup,, 1902,"New York, NY",Advertising & Marketing,,, $500 million to $1 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Finance
328,328,Cantor Fitzgerald, Unknown, 1945,"New York, NY",Investment Banking & Asset Management,,, $1 to $2 billion (USD) per year,1001 to 5000 employees, Company - Private,Finance
329,329,Wolters Kluwer," Thomson Reuters, Pearson, RELX", 1836,Alphen aan den Rijn (Netherlands),Consulting,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (WKL) ,Goods & Svcs
330,330,Cushman & Wakefield,, 1917,"Chicago, IL",Real Estate,,, Unknown / Non-Applicable,10000+ employees, Company - Public (CWK) ,Goods & Svcs
331,331,St. John's University, Unknown, Unknown,"Jamaica, NY",Colleges & Universities,,, $100 to $500 million (USD) per year,1001 to 5000 employees, College / University,Education
332,332,Party City," Walmart, Celebrate Express, Oriental Trading Company", 1986,"Rockaway, NJ",Other Retail Stores,,, $25 to $50 million (USD) per year,501 to 1000 employees, Company - Public (PRTY) ,Fashion/Retail
333,333,Meredith Corporation," Hearst, Media General", 1902,"Des Moines, IA",Publishing,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public (MDP) ,Goods & Svcs
334,334,Uncommon Schools,,,"New York, NY",K-12 Education,,, Unknown / Non-Applicable,1001 to 5000 employees, Nonprofit Organization,Education
335,335,FedEx, Unknown, 1973,"Memphis, TN",Express Delivery Services,,, $10+ billion (USD) per year,10000+ employees, Company - Public (FDX) ,Goods & Svcs
336,336,Mondelēz International,, 2012,"Deerfield, IL",Food & Beverage Manufacturing,,, $10+ billion (USD) per year,10000+ employees, Company - Public (MDLZ) ,Goods & Svcs
337,337,Teach for America, Unknown, 1990,"New York, NY",Education Training Services,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,Education
338,338,Henry Schein," Patterson Dental, McKesson", 1932,"Melville, NY",Wholesale,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (HSIC) ,Goods & Svcs
339,339,Metropolitan Museum of Art, Unknown, 1870,"New York, NY",Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,Govnt/Utilities
340,340,5W Public Relations,, 2003,"New York, NY",Advertising & Marketing,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Finance
341,341,SCO Family of Services, Unknown, 1895,"Glen Cove, NY",Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,Govnt/Utilities
342,342,Bath & Body Works, Unknown, 2002,"Reynoldsburg, OH",Beauty & Personal Accessories Stores,,L Brands, $2 to $5 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Goods & Svcs
343,343,Willis Towers Watson,, 1828,"London, England (UK)",Consulting,,, $10+ billion (USD) per year,10000+ employees, Company - Public (WLTW) ,Goods & Svcs
344,344,OMD, Unknown, 1994,"New York, NY",Advertising & Marketing,,Omnicom Media Group, $10+ billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Finance
345,345,Mizuho Financial Group,, 2002,Tokyo (Japan),Investment Banking & Asset Management,,, Unknown / Non-Applicable,10000+ employees, Company - Public (MFG) ,Finance
346,346,Everyday Health Group,, 2002,"New York, NY",Publishing,,, $100 to $500 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,Goods & Svcs
347,347,Albert Einstein College of Medicine, Unknown, Unknown,"Bronx, NY",Colleges & Universities,,, $100 to $500 million (USD) per year,1001 to 5000 employees, College / University,Education
348,348,Facebook,, 2004,"Menlo Park, CA",Internet,,, $10+ billion (USD) per year,10000+ employees, Company - Public (FB) ,Technology
349,349,CBRE,, 1906,"Los Angeles, CA",Real Estate,,, Unknown / Non-Applicable,10000+ employees, Company - Public (CBRE) ,Goods & Svcs
350,350,Fitch Ratings,, 1913,"New York, NY",Financial Analytics & Research,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Finance
351,351,Bethpage Federal Credit Union,, 1941,"Bethpage, NY",Banks & Credit Unions,,, Unknown / Non-Applicable,501 to 1000 employees, Nonprofit Organization,Finance
352,352,The Coca-Cola Company,, 1886,"Atlanta, GA",Food & Beverage Manufacturing,,, $10+ billion (USD) per year,10000+ employees, Company - Public (KO) ,Goods & Svcs
353,353,LinkedIn," XING AG, Monster Worldwide", 2003,"Mountain View, CA",Internet,,Microsoft, $2 to $5 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Technology
354,354,Barneys," Bergdorf Goodman, Saks Fifth Avenue, Bloomingdale's", 1923,"New York, NY","Department, Clothing, & Shoe Stores",,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Fashion/Retail
355,355,Oliver Wyman,, 1984,"New York, NY",Consulting,,Marsh & McLennan Companies, $10 to $25 million (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Goods & Svcs
356,356,Raymour & Flanigan, Unknown, 1947,"Liverpool, NY",Home Furniture & Housewares Stores,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Private,Goods & Svcs
357,357,Verisk Analytics,, 1971,"Jersey City, NJ",Research & Development,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public (VRSK) ,Goods & Svcs
358,358,Conduent,, 2017,"Florham Park, NJ",IT Services,,, Unknown / Non-Applicable,10000+ employees, Company - Public (CNDT) ,Technology
359,359,Ricoh USA,, 1936,"Exton, PA",IT Services,,, $10+ billion (USD) per year,10000+ employees, Company - Public,Technology
360,360,inVentiv Health," Publicis, PPD, Covance", 1999,"Raleigh, NC",Health Care Services & Hospitals,Syneos Health ,, $1 to $2 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Health
361,361,IPsoft, IBM, 1998,"New York, NY",IT Services,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Private,Technology
362,362,IQVIA,, 2017,"Durham, NC",Health Care Services & Hospitals,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Public (IQV) ,Health
363,363,Adecco, Unknown, 1996,Zürich (Switzerland),Staffing & Outsourcing,,Adecco Group, $10+ billion (USD) per year,10000+ employees, Company - Public (ADEN) ,Goods & Svcs
364,364,360i,, 1998,"New York, NY",Advertising & Marketing,,Dentsu Aegis Network, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Public,Finance
365,365,T3 Trading Group, Unknown, 2007,"New York, NY",Brokerage Services,,, Unknown / Non-Applicable,501 to 1000 employees, Company - Private,Goods & Svcs
366,366,Walt Disney Company," News Corp, WarnerMedia, NBCUniversal", 1923,"Burbank, CA",Motion Picture Production & Distribution,,, $10+ billion (USD) per year,10000+ employees, Company - Public (DIS) ,Entertainment
367,367,Marsh & McLennan Companies,, 1871,"New York, NY",Insurance Agencies & Brokerages,,, $10+ billion (USD) per year,10000+ employees, Company - Public (MMC) ,Goods & Svcs
368,368,Information Builders,, 1975,"New York, NY",Computer Hardware & Software,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Technology
369,369,IHS Markit,, 2016,"London, England (UK)",Consulting,,, Unknown / Non-Applicable,10000+ employees, Company - Public (INFO) ,Goods & Svcs
370,370,PageGroup," Hays, Robert Half, Robert Walters", 1976,"London, England (UK)",Staffing & Outsourcing,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Company - Public,Goods & Svcs
371,371,E*TRADE Financial, Unknown, 1982,"New York, NY",Brokerage Services,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (ETFC) ,Goods & Svcs
372,372,Oxford University Press,,,"Oxford, England (UK)",Publishing,,Oxford University, $50 to $100 million (USD) per year,5001 to 10000 employees, Nonprofit Organization,Goods & Svcs
373,373,Club Monaco,, 1985,"New York, NY","Department, Clothing, & Shoe Stores",,Ralph Lauren, Unknown / Non-Applicable,201 to 500 employees, Subsidiary or Business Segment,Fashion/Retail
374,374,Green Key Resources,, 2004,"New York, NY",Staffing & Outsourcing,,, Unknown / Non-Applicable,201 to 500 employees, Company - Private,Goods & Svcs
375,375,Harlem Children's Zone, Unknown, Unknown,"New York, NY",Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,Govnt/Utilities
376,376,Global Brands Group,, 2014,Hong Kong (Hong Kong),Consumer Products Manufacturing,,, $2 to $5 billion (USD) per year,5001 to 10000 employees, Company - Public,Goods & Svcs
377,377,The Forum Group, Unknown, 1974,"New York, NY",Staffing & Outsourcing,,, Unknown / Non-Applicable,51 to 200 employees, Company - Private,Goods & Svcs
378,378,College Board,, 1900,"New York, NY",Education Training Services,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,Education
379,379,Forrest Solutions," Beacon Hill Staffing Group, 24 Seven Talent, The Execu|Search Group", 1976,"New York, NY",Staffing & Outsourcing,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Private,Goods & Svcs
380,380,Valley National Bancorp, Unknown, Unknown,"Wayne, NJ",Banks & Credit Unions,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Company - Public (VLY) ,Finance
381,381,Realogy," RE/MAX, HomeServices, Keller Williams", 2005,"Madison, NJ",Real Estate,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (RLGY) ,Goods & Svcs
382,382,Tommy Hilfiger,, 1985,Amsterdam (Netherlands),"Department, Clothing, & Shoe Stores",,PVH Corp., $5 to $10 billion (USD) per year,1001 to 5000 employees, Subsidiary or Business Segment,Fashion/Retail
383,383,Kaplan Test Prep, Unknown, 1938,"New York, NY",Education Training Services,,Graham Holdings, $100 to $500 million (USD) per year,501 to 1000 employees, Company - Public,Education
384,384,The Jones Group, Unknown, 1975,"New York, NY",Consumer Products Manufacturing,,Nine West, $2 to $5 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Goods & Svcs
385,385,JLL,,,"Chicago, IL",Real Estate,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (JLL) ,Goods & Svcs
386,386,Turner Construction," Bechtel, Skanska USA", 1902,"New York, NY",Construction,,, $10+ billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Goods & Svcs
387,387,FTI Consulting,, 1982,"Washington, DC",Consulting,,, $2 to $5 billion (USD) per year,1001 to 5000 employees, Company - Public (FCN) ,Goods & Svcs
388,388,National Grid USA,, 2000,"Waltham, MA",Utilities,,, $5 to $10 billion (USD) per year,10000+ employees, Subsidiary or Business Segment,Govnt/Utilities
389,389,MongoDB,, 2007,"New York, NY",Enterprise Software & Network Solutions,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Public (MDB) ,Technology
390,390,New York Public Library, Unknown, 1895,"New York, NY",Social Assistance,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Nonprofit Organization,Govnt/Utilities
391,391,Petco," PetSmart, Walmart, Costco Wholesale", 1965,"San Diego, CA",Pet & Pet Supplies Stores,,, $2 to $5 billion (USD) per year,10000+ employees, Company - Private,Goods & Svcs
392,392,Roche,, 1896,"Pleasanton, CA",Biotech & Pharmaceuticals,,, $10+ billion (USD) per year,5001 to 10000 employees, Company - Public (RHHBY) ,Health
393,393,Grant Thornton,, 1924,"Chicago, IL",Accounting,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Company - Private,Finance
394,394,iHeartMedia," CUMULUS MEDIA, Entercom, Cox Media Group", 1972,"San Antonio, TX",Radio,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (IHRT) ,Entertainment
395,395,J. Walter Thompson Worldwide, Unknown, 1864,"New York, NY",Advertising & Marketing,,, $1 to $2 billion (USD) per year,5001 to 10000 employees, Subsidiary or Business Segment,Finance
396,396,Bank Of Tokyo-Mitsubishi UFJ, Unknown, 1919,Tokyo (Japan),Investment Banking & Asset Management,,, $10+ billion (USD) per year,10000+ employees, Company - Public (MUFG) ,Finance
397,397,Ipreo," Thomson Reuters, Bloomberg L.P., Dealogic", 2006,"New York, NY",Investment Banking & Asset Management,,IHS Markit, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Finance
398,398,Siemens," GE, ABB, Philips", 1843,"Munich, Bayern (Germany)",Electrical & Electronic Manufacturing,,, $10+ billion (USD) per year,10000+ employees, Company - Public (SIE) ,Goods & Svcs
399,399,Spotify,, 2006,"Stockholm, Stockholm (Sweden)",Internet,,, Unknown / Non-Applicable,1001 to 5000 employees, Company - Public (SPOT) ,Technology
400,400,Fidelis Care," Excellus BlueCross BlueShield, Capital District Physicians' Health Plan, Healthfirst (New York)", 1993,"Rego Park, NY",Insurance Agencies & Brokerages,,Centene, $2 to $5 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,Goods & Svcs
401,401,The NPD Group,, 1966,"Port Washington, NY",Research & Development,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Goods & Svcs
402,402,VaynerMedia, Likeable Media, Unknown,"New York, NY",Consulting,,, $10 to $25 million (USD) per year,51 to 200 employees, Company - Private,Goods & Svcs
403,403,Rockefeller University,, 1901,"New York, NY",Colleges & Universities,,, Unknown / Non-Applicable,1001 to 5000 employees, College / University,Education
404,404,HCL Technologies,, 1991,"New York, NY",Computer Hardware & Software,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Public (HCLT) ,Technology
405,405,Wendy's,, 1969,"Dublin, OH",Fast-Food & Quick-Service Restaurants,,, $1 to $2 billion (USD) per year,10000+ employees, Company - Public (WEN) ,Goods & Svcs
406,406,Allied Universal,, 2016,"Santa Ana, CA",Security Services,,, $5 to $10 billion (USD) per year,10000+ employees, Company - Private,Goods & Svcs
407,407,Kumon Group, Unknown, 1958,Yodogawa (Japan),Education Training Services,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Private,Education
408,408,FINRA,, 2007,"Washington, DC",Brokerage Services,,, $500 million to $1 billion (USD) per year,1001 to 5000 employees, Nonprofit Organization,Goods & Svcs
409,409,FLIK Hospitality Group, Unknown, Unknown,"Rye Brook, NY",Casual Restaurants,,Compass Group USA, $100 to $500 million (USD) per year,1001 to 5000 employees, Unknown,Goods & Svcs
410,410,Blue Apron," Plated, Instacart, Amazon", 2012,"New York, NY",Food & Beverage Stores,,, $100 to $500 million (USD) per year,1001 to 5000 employees, Company - Public (APRN) ,Goods & Svcs
411,411,CDM," GSW Marketing & Advertising, FCB Health Network", Unknown,"New York, NY",Advertising & Marketing,,, $25 to $50 million (USD) per year,201 to 500 employees, Subsidiary or Business Segment,Finance
